"No.","Time","Source","Destination","Protocol","Length","Info","RTT","Lost Segement","Duplicate","Retransmission","IDK"
"3150","64.490989537","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2417366 Win=2256128 Len=0 TSval=1041648763 TSecr=2010522063","","","","",""
"3151","64.491277618","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2400278 Win=2256128 Len=0 TSval=1041648763 TSecr=2010522062","","","","",""
"3152","64.493078053","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2354710 Win=2256128 Len=0 TSval=1041648763 TSecr=2010522062","","","","",""
"3153","64.495814834","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2022918 Win=2256128 Len=0 TSval=1041648760 TSecr=2010522059","","","","",""
"3154","64.496329647","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2252182 Win=2256128 Len=0 TSval=1041648762 TSecr=2010522061","","","","",""
"3155","64.496593981","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=188433 Ack=1 Win=64256 Len=1424 TSval=939777152 TSecr=1401756897","","","","",""
"3156","64.496620519","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=189857 Win=2250624 Len=0 TSval=1401757233 TSecr=939777152","0.000026538","","","",""
"3157","64.497872615","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2212310 Win=2256128 Len=0 TSval=1041648762 TSecr=2010522061","","","","",""
"3158","64.497935282","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2058518 Win=2256128 Len=0 TSval=1041648760 TSecr=2010522060","","","","",""
"3159","64.500867613","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2462934 Win=2256128 Len=0 TSval=1041648764 TSecr=2010522063","","","","",""
"3160","64.504202121","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2440150 Win=2256128 Len=0 TSval=1041648764 TSecr=2010522063","","","","",""
"3161","64.505544983","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2092694 Win=2256128 Len=0 TSval=1041648761 TSecr=2010522060","","","","",""
"3162","64.506780768","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2377494 Win=2256128 Len=0 TSval=1041648763 TSecr=2010522062","","","","",""
"3163","64.507560218","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2229398 Win=2256128 Len=0 TSval=1041648762 TSecr=2010522061","","","","",""
"3164","64.507851258","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2126870 Win=2256128 Len=0 TSval=1041648761 TSecr=2010522060","","","","",""
"3165","64.508481535","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=189857 Ack=1 Win=64256 Len=1424 TSval=939777163 TSecr=1401756909","","","","",""
"3166","64.508515733","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=191281 Win=2249216 Len=0 TSval=1401757245 TSecr=939777163","0.000034198","","","",""
"3167","64.510100880","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2274966 Win=2256128 Len=0 TSval=1041648762 TSecr=2010522061","","","","",""
"3168","64.510419984","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2166742 Win=2256128 Len=0 TSval=1041648761 TSecr=2010522061","","","","",""
"3169","64.514272887","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2337622 Win=2256128 Len=0 TSval=1041648763 TSecr=2010522062","","","","",""
"3170","64.515015864","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2497110 Win=2256128 Len=0 TSval=1041648764 TSecr=2010522063","0.109335050","","","",""
"3171","64.519393757","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2040006 Win=2256128 Len=0 TSval=1041648760 TSecr=2010522059","","","","",""
"3172","64.520289995","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2041430 Win=2256128 Len=0 TSval=1041648760 TSecr=2010522060","","","","",""
"3173","64.521793438","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=191281 Ack=1 Win=64256 Len=1424 TSval=939777176 TSecr=1401756922","","","","",""
"3174","64.521830826","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=192705 Win=2247808 Len=0 TSval=1401757258 TSecr=939777176","0.000037388","","","",""
"3175","64.522811273","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2189526 Win=2256128 Len=0 TSval=1041648762 TSecr=2010522061","","","","",""
"3176","64.534318342","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=192705 Ack=1 Win=64256 Len=1424 TSval=939777187 TSecr=1401756933","","","","",""
"3177","64.534361423","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=194129 Win=2246400 Len=0 TSval=1401757271 TSecr=939777187","0.000043081","","","",""
"3178","64.545067406","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=194129 Ack=1 Win=64256 Len=1424 TSval=939777200 TSecr=1401756946","","","","",""
"3179","64.545114873","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=195553 Win=2244992 Len=0 TSval=1401757282 TSecr=939777200","0.000047467","","","",""
"3180","64.556302191","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=195553 Ack=1 Win=64256 Len=1424 TSval=939777211 TSecr=1401756957","","","","",""
"3181","64.556349144","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=196977 Win=2243584 Len=0 TSval=1401757293 TSecr=939777211","0.000046953","","","",""
"3182","64.561379796","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2501662 Win=2254336 Len=0 TSval=1041648821 TSecr=2010522120","0.098857789","","","",""
"3183","64.567354718","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2497390 Win=2255872 Len=0 TSval=1041648813 TSecr=2010522071","","","","",""
"3184","64.568082603","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=196977 Ack=1 Win=64256 Len=1424 TSval=939777224 TSecr=1401756970","","","","",""
"3185","64.568129582","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=198401 Win=2242176 Len=0 TSval=1401757305 TSecr=939777224","0.000046979","","","",""
"3186","64.579851174","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2502718 Win=2253440 Len=0 TSval=1041648832 TSecr=2010522132","0.106203260","","","",""
"3187","64.579890219","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=198401 Ack=1 Win=64256 Len=1424 TSval=939777236 TSecr=1401756981","","","","",""
"3188","64.579934775","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=199825 Win=2240768 Len=0 TSval=1401757316 TSecr=939777236","0.000044556","","","",""
"3189","64.580377558","10.10.3.105","10.10.3.102","MPTCP","748","55092  >  5201 [PSH, ACK] Seq=2502718 Ack=1 Win=64256 Len=656 TSval=2010522238 TSecr=1041648832","","","","",""
"3190","64.591841198","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=199825 Ack=1 Win=64256 Len=1424 TSval=939777246 TSecr=1401756992","","","","",""
"3191","64.591888005","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=201249 Win=2239360 Len=0 TSval=1401757328 TSecr=939777246","0.000046807","","","",""
"3192","64.603719160","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [PSH, ACK] Seq=201249 Ack=1 Win=64256 Len=1424 TSval=939777246 TSecr=1401756992","","","","",""
"3193","64.603765210","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=202673 Win=2237952 Len=0 TSval=1401757340 TSecr=939777246","0.000046050","","","",""
"3194","64.615592389","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=202673 Ack=1 Win=64256 Len=1424 TSval=939777258 TSecr=1401757004","","","","",""
"3195","64.615640126","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=204097 Win=2236544 Len=0 TSval=1401757352 TSecr=939777258","0.000047737","","","",""
"3196","64.627439260","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=204097 Ack=1 Win=64256 Len=1424 TSval=939777274 TSecr=1401757019","","","","",""
"3197","64.627484870","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=205521 Win=2251264 Len=0 TSval=1401757364 TSecr=939777274","0.000045610","","","",""
"3198","64.628489370","10.10.3.105","10.10.3.102","MPTCP","15756","55092  >  5201 [PSH, ACK] Seq=2503374 Ack=1 Win=64256 Len=15664 TSval=2010522286 TSecr=1041648832","","","","",""
"3199","64.646842745","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=205521 Ack=1 Win=64256 Len=1424 TSval=939777282 TSecr=1401757028","","","","",""
"3200","64.646889719","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=206945 Win=2249984 Len=0 TSval=1401757383 TSecr=939777282","0.000046974","","","",""
"3201","64.649134863","10.10.3.105","10.10.3.102","MPTCP","636","55092  >  5201 [PSH, ACK] Seq=2519038 Ack=1 Win=64256 Len=544 TSval=2010522307 TSecr=1041648832","","","","",""
"3202","64.652039287","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=206945 Ack=1 Win=64256 Len=1424 TSval=939777297 TSecr=1401757042","","","","",""
"3203","64.652085988","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=208369 Win=2248576 Len=0 TSval=1401757389 TSecr=939777297","0.000046701","","","",""
"3204","64.663537718","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=208369 Ack=1 Win=64256 Len=1424 TSval=939777306 TSecr=1401757052","","","","",""
"3205","64.663592514","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=209793 Win=2247168 Len=0 TSval=1401757400 TSecr=939777306","0.000054796","","","",""
"3206","64.675666113","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=209793 Ack=1 Win=64256 Len=1424 TSval=939777320 TSecr=1401757066","","","","",""
"3207","64.675691648","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=211217 Win=2245760 Len=0 TSval=1401757412 TSecr=939777320","0.000025535","","","",""
"3208","64.700835479","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=211217 Ack=1 Win=64256 Len=1424 TSval=939777331 TSecr=1401757077","","","","",""
"3209","64.700862661","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=212641 Win=2244352 Len=0 TSval=1401757437 TSecr=939777331","0.000027182","","","",""
"3210","64.700881847","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=212641 Ack=1 Win=64256 Len=1424 TSval=939777345 TSecr=1401757089","","","","",""
"3211","64.700887434","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=214065 Win=2242944 Len=0 TSval=1401757437 TSecr=939777345","0.000005587","","","",""
"3212","64.711440511","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=214065 Ack=1 Win=64256 Len=1424 TSval=939777353 TSecr=1401757099","","","","",""
"3213","64.711463112","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=215489 Win=2241536 Len=0 TSval=1401757448 TSecr=939777353","0.000022601","","","",""
"3214","64.722308238","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=215489 Ack=1 Win=64256 Len=1424 TSval=939777366 TSecr=1401757111","","","","",""
"3215","64.722330749","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=216913 Win=2249344 Len=0 TSval=1401757459 TSecr=939777366","0.000022511","","","",""
"3216","64.724207413","10.10.3.105","10.10.3.102","MPTCP","8636","55092  >  5201 [PSH, ACK] Seq=2519582 Ack=1 Win=64256 Len=8544 TSval=2010522382 TSecr=1041648832","","","","",""
"3218","64.727308447","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2503374 Win=2252800 Len=0 TSval=1041648981 TSecr=2010522238","0.146930889","","","",""
"3219","64.734303776","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=216913 Ack=1 Win=64256 Len=1424 TSval=939777379 TSecr=1401757124","","","","",""
"3220","64.734326810","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=218337 Win=2248064 Len=0 TSval=1401757471 TSecr=939777379","0.000023034","","","",""
"3221","64.735179523","10.10.3.105","10.10.3.102","MPTCP","1020","55092  >  5201 [PSH, ACK] Seq=2528126 Ack=1 Win=64256 Len=928 TSval=2010522393 TSecr=1041648981","","","","",""
"3222","64.746275668","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=218337 Ack=1 Win=64256 Len=1424 TSval=939777392 TSecr=1401757138","","","","",""
"3223","64.746302903","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=219761 Win=2247040 Len=0 TSval=1401757483 TSecr=939777392","0.000027235","","","",""
"3225","64.757859356","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=219761 Ack=1 Win=64256 Len=1424 TSval=939777404 TSecr=1401757150","","","","",""
"3226","64.757879917","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=221185 Win=2245760 Len=0 TSval=1401757494 TSecr=939777404","0.000020561","","","",""
"3227","64.769703649","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=221185 Ack=1 Win=64256 Len=1424 TSval=939777417 TSecr=1401757163","","","","",""
"3228","64.769731448","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=222609 Win=2244352 Len=0 TSval=1401757506 TSecr=939777417","0.000027799","","","",""
"3229","64.770917795","10.10.3.62","10.10.3.102","MPTCP","88","[TCP Retransmission] [TCP Port numbers reused] 45311  >  5201 [SYN] Seq=0 Win=64256 Len=0 MSS=1460 SACK_PERM=1 TSval=3347689634 TSecr=0 WS=128","","","","�\234\223","�\234\223"
"3230","64.781760704","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=222609 Ack=1 Win=64256 Len=1424 TSval=939777428 TSecr=1401757174","","","","",""
"3231","64.781789591","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=224033 Win=2242944 Len=0 TSval=1401757518 TSecr=939777428","0.000028887","","","",""
"3232","64.794580570","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=224033 Ack=1 Win=64256 Len=1424 TSval=939777440 TSecr=1401757186","","","","",""
"3233","64.794604387","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=225457 Win=2241536 Len=0 TSval=1401757531 TSecr=939777440","0.000023817","","","",""
"3234","64.805582798","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=225457 Ack=1 Win=64256 Len=1424 TSval=939777452 TSecr=1401757198","","","","",""
"3235","64.805609973","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=226881 Win=2240128 Len=0 TSval=1401757542 TSecr=939777452","0.000027175","","","",""
"3236","64.811905404","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2519582 Win=2250880 Len=0 TSval=1041649073 TSecr=2010522307","0.162770541","","","",""
"3237","64.817601311","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=226881 Ack=1 Win=64256 Len=1424 TSval=939777464 TSecr=1401757209","","","","",""
"3238","64.817634699","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=228305 Win=2238720 Len=0 TSval=1401757554 TSecr=939777464","0.000033388","","","",""
"3239","64.818817409","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2529054 Win=2248576 Len=0 TSval=1041649094 TSecr=2010522393","0.083637886","","","",""
"3240","64.819401528","10.10.3.105","10.10.3.102","MPTCP","844","55092  >  5201 [PSH, ACK] Seq=2529054 Ack=1 Win=64256 Len=752 TSval=2010522477 TSecr=1041649094","","","","",""
"3241","64.829288974","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=228305 Ack=1 Win=64256 Len=1424 TSval=939777478 TSecr=1401757223","","","","",""
"3242","64.829331910","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=229729 Win=2237312 Len=0 TSval=1401757566 TSecr=939777478","0.000042936","","","",""
"3243","64.838770561","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  55092 [ACK] Seq=1 Ack=2528126 Win=2249344 Len=0 TSval=1041649083 TSecr=2010522382","","","","",""
"3244","64.838910191","10.10.3.105","10.10.3.102","MPTCP","76","[TCP Dup ACK 2015#4] 55092  >  5201 [ACK] Seq=2529806 Ack=1 Win=64256 Len=0 TSval=2010522497 TSecr=1041649094","","","�\234\223","","�\234\223"
"3245","64.841747688","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=229729 Ack=1 Win=64256 Len=1424 TSval=939777487 TSecr=1401757233","","","","",""
"3246","64.841792544","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=231153 Win=2235904 Len=0 TSval=1401757578 TSecr=939777487","0.000044856","","","",""
"3247","64.851178608","10.10.3.102","10.10.3.62","MPTCP","92","[TCP Retransmission] 5201  >  45311 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2494467410 TSecr=3347687584 WS=128","0.080260813","","","�\234\223","�\234\223"
"3248","64.854301653","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [PSH, ACK] Seq=231153 Ack=1 Win=64256 Len=1424 TSval=939777487 TSecr=1401757233","","","","",""
"3249","64.854348260","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=232577 Win=2234496 Len=0 TSval=1401757591 TSecr=939777487","0.000046607","","","",""
"3250","64.864923230","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=232577 Ack=1 Win=64256 Len=1424 TSval=939777501 TSecr=1401757245","","","","",""
"3251","64.864970660","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=234001 Win=2246400 Len=0 TSval=1401757601 TSecr=939777501","0.000047430","","","",""
"3252","64.866619773","10.10.3.105","10.10.3.102","MPTCP","12908","55092  >  5201 [PSH, ACK] Seq=2529806 Ack=1 Win=64256 Len=12816 TSval=2010522524 TSecr=1041649094","","","","",""
"3253","64.877032670","10.10.3.105","10.10.3.59","MPTCP","1468","39317  >  5201 [PSH, ACK] Seq=234001 Ack=1 Win=64256 Len=1376 TSval=939777513 TSecr=1401757258","","","","",""
"3254","64.877117989","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=235377 Win=2245248 Len=0 TSval=1401757614 TSecr=939777513","0.000085319","","","",""
"3255","64.879063729","10.10.3.105","10.10.3.102","MPTCP","668","55092  >  5201 [PSH, ACK] Seq=2542622 Ack=1 Win=64256 Len=576 TSval=2010522537 TSecr=1041649094","","","","",""
"3256","64.879178264","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2543198 Ack=1 Win=64256 Len=35600 TSval=2010522537 TSecr=1041649094","","","","",""
"3257","64.879407584","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2578798 Ack=1 Win=64256 Len=27056 TSval=2010522537 TSecr=1041649094","","","","",""
"3258","64.879710766","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2605854 Ack=1 Win=64256 Len=35600 TSval=2010522537 TSecr=1041649094","","","","",""
"3259","64.879857481","10.10.3.105","10.10.3.102","MPTCP","15756","55092  >  5201 [PSH, ACK] Seq=2641454 Ack=1 Win=64256 Len=15664 TSval=2010522538 TSecr=1041649094","","","","",""
"3260","64.888207201","10.10.3.105","10.10.3.59","MPTCP","236","39317  >  5201 [PSH, ACK] Seq=235377 Ack=1 Win=64256 Len=144 TSval=939777525 TSecr=1401757271","","","","",""
"3261","64.888254320","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=235521 Win=2245120 Len=0 TSval=1401757625 TSecr=939777525","0.000047119","","","",""
"3262","64.890401710","10.10.3.105","10.10.3.102","MPTCP","1300","55092  >  5201 [PSH, ACK] Seq=2657118 Ack=1 Win=64256 Len=1208 TSval=2010522548 TSecr=1041649094","","","","",""
"3263","64.892766108","10.10.3.105","10.10.3.59","MPTCP","140","39317  >  5201 [PSH, ACK] Seq=235521 Ack=1 Win=64256 Len=48 TSval=939777537 TSecr=1401757282","","","","",""
"3264","64.892913128","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=235569 Win=2245120 Len=0 TSval=1401757629 TSecr=939777537","0.000147020","","","",""
"3265","64.895021972","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2658326 Ack=1 Win=64256 Len=35600 TSval=2010522553 TSecr=1041649094","","","","",""
"3266","64.895266860","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2693926 Ack=1 Win=64256 Len=27056 TSval=2010522553 TSecr=1041649094","","","","",""
"3267","64.895573660","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2720982 Ack=1 Win=64256 Len=35600 TSval=2010522553 TSecr=1041649094","","","","",""
"3268","64.895793292","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2756582 Ack=1 Win=64256 Len=27056 TSval=2010522553 TSecr=1041649094","","","","",""
"3269","64.896105258","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2783638 Ack=1 Win=64256 Len=35600 TSval=2010522553 TSecr=1041649094","","","","",""
"3270","64.896330998","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2819238 Ack=1 Win=64256 Len=27056 TSval=2010522554 TSecr=1041649094","","","","",""
"3271","64.896639438","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2846294 Ack=1 Win=64256 Len=35600 TSval=2010522554 TSecr=1041649094","","","","",""
"3272","64.896876627","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2881894 Ack=1 Win=64256 Len=27056 TSval=2010522554 TSecr=1041649094","","","","",""
"3273","64.897179944","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2908950 Ack=1 Win=64256 Len=35600 TSval=2010522555 TSecr=1041649094","","","","",""
"3274","64.897427961","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=2944550 Ack=1 Win=64256 Len=27056 TSval=2010522555 TSecr=1041649094","","","","",""
"3275","64.897710196","10.10.3.105","10.10.3.59","MPTCP","1516","39317  >  5201 [ACK] Seq=235569 Ack=1 Win=64256 Len=1424 TSval=939777547 TSecr=1401757293","","","","",""
"3276","64.897737559","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=2971606 Ack=1 Win=64256 Len=35600 TSval=2010522555 TSecr=1041649094","","","","",""
"3277","64.897743265","10.10.3.59","10.10.3.105","MPTCP","80","5201  >  39317 [ACK] Seq=1 Ack=236993 Win=2243712 Len=0 TSval=1401757634 TSecr=939777547","0.000033069","","","",""
"3278","64.897970630","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=3007206 Ack=1 Win=64256 Len=27056 TSval=2010522555 TSecr=1041649094","","","","",""
"3279","64.898053187","10.10.3.105","10.10.3.102","MPTCP","11484","55092  >  5201 [ACK] Seq=3034262 Ack=1 Win=64256 Len=11392 TSval=2010522556 TSecr=1041649094","","","","",""
"3280","64.898266232","10.10.3.105","10.10.3.102","MPTCP","24300","55092  >  5201 [PSH, ACK] Seq=3045654 Ack=1 Win=64256 Len=24208 TSval=2010522556 TSecr=1041649094","","","","",""
"3281","64.898514239","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=3069862 Ack=1 Win=64256 Len=27056 TSval=2010522556 TSecr=1041649094","","","","",""
"3282","64.898823180","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=3096918 Ack=1 Win=64256 Len=35600 TSval=2010522556 TSecr=1041649094","","","","",""
"3283","64.899047645","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=3132518 Ack=1 Win=64256 Len=27056 TSval=2010522557 TSecr=1041649094","","","","",""
"3284","64.899354111","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=3159574 Ack=1 Win=64256 Len=35600 TSval=2010522557 TSecr=1041649094","","","","",""
"3285","64.899602088","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=3195174 Ack=1 Win=64256 Len=27056 TSval=2010522557 TSecr=1041649094","","","","",""
"3286","64.899904080","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=3222230 Ack=1 Win=64256 Len=35600 TSval=2010522557 TSecr=1041649094","","","","",""
"3287","64.900152510","10.10.3.105","10.10.3.102","MPTCP","27148","55092  >  5201 [PSH, ACK] Seq=3257830 Ack=1 Win=64256 Len=27056 TSval=2010522558 TSecr=1041649094","","","","",""
"3288","64.900460016","10.10.3.105","10.10.3.102","MPTCP","35692","55092  >  5201 [PSH, ACK] Seq=3284886 Ack=1 Win=64256 Len=35600 TSval=2010522558 TSecr=1041649094","","","","",""
"3289","64.900516621","10.10.3.105","10.10.3.102","MPTCP","7212","55092  >  5201 [PSH, ACK] Seq=3320486 Ack=1 Win=64256 Len=7120 TSval=2010522558 TSecr=1041649094","","","","",""
