SubflowNo,Subflow1_RTT,Subflow1_packetloss,Subflow1_Bandwidth,Subflow1_Jitter,Subflow2_RTT,Subflow2_packetloss,Subflow2_Bandwidth,Subflow2_Jitter,Subflow3_RTT,Subflow3_packetloss,Subflow3_Bandwidth,Subflow3_Jitter,Subflow1_RTT_Slope,Subflow2_RTT_Slope,Subflow3_RTT_Slope,Subflow1_Bandwidth_Slope,Subflow2_Bandwidth_Slope,Subflow3_Bandwidth_Slope,Subflow1_packetloss_Slope,Subflow2_packetloss_Slope,Subflow3_packetloss_Slope,Subflow1_Jitter_Slope,Subflow2_Jitter_Slope,Subflow3_Jitter_Slope
3.0,0.0479976725,0.0,300467.70169974276,0.0095127263461545,0.120229089,0.0,117287.2003673675,0.0,0.003268636,0.0,604252.4264447825,0.0009639332933785,0.0009141987287815131,0.003300406364705881,0.00017527540840336128,-175522.90217535844,-2307.053146468388,277155.4733054909,0.0,0.0,0.0,0.00014541543377602687,0.0,5.2027042838725624e-05
1.0,0.07182859775,0.0,89205.4691873076,0.0156202625575022,0.120229089,0.0,117287.2003673675,0.0,0.003268636,0.0,604252.4264447825,0.0009639332933785,0.0009748845154440165,0.003141120343243243,0.00016125151467181456,-215363.80032615078,-2108.728418927269,233624.4729165269,0.0,0.0,0.0,0.00013695266050063045,0.0,4.7822954714064116e-05
3.0,0.07182859775,0.0,89205.4691873076,0.0156202625575022,0.120229089,0.0,117287.2003673675,0.0,0.00283614575,0.0,119973.97086456112,0.0005583425118823,0.0010220870609886218,0.0029929005085348476,0.00014684832539118043,-248164.9994708777,-1931.8729450385797,193717.42595077454,0.0,0.0,0.0,0.00012920556508048432,0.0,4.2329820087030884e-05
3.0,0.07182859775,0.0,89205.4691873076,0.0156202625575022,0.120229089,0.0,117287.2003673675,0.0,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0010580807755771985,0.002854766638910163,0.00013776875120363256,-275047.94206570234,-1773.6886435743597,169993.11429053225,0.0,0.0,0.0,0.00012209586628165369,0.0,3.6975117809742163e-05
1.0,0.095659523,0.0,71480.15504559489,0.0230012149074322,0.120229089,0.0,117287.2003673675,0.0,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0011764017337044558,0.002725841693927127,0.0001294863118927124,-297012.13678926835,-1631.8017067719309,149082.38235643881,0.0,0.0,0.0,0.0001439439560905307,0.0,3.226081387371201e-05
1.0,0.000110749,0.0,722354.1521756684,0.0194578893265186,0.120229089,0.0,117287.2003673675,0.0,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0009239677170731733,0.0026053395458724205,0.00012191190485459673,-312374.5398245231,-1504.1896071470164,130609.83150675919,0.0,0.0,0.0,0.0001491846859986131,0.0,2.8101133253406675e-05
2.0,0.000110749,0.0,722354.1521756684,0.0194578893265186,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0007034967420731727,0.002465008503658536,0.00011496838414634153,-324507.42836070183,-1794.7368383234498,114256.76568314407,0.0,0.0,0.0,0.00015317519332020874,3.44322256097561e-06,2.442328570473487e-05
1.0,0.0478851359999999,0.0,11749.385367848296,0.0195038321123469,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0006694383924317346,0.002335602923993193,0.00010858870385301026,-336270.3797156975,-2039.7452877172984,99751.60329170508,0.0,0.0,0.0,0.00015626588932061693,6.405995462280206e-06,2.1165266939421225e-05
1.0,0.000104029,0.0,769016.3319904654,0.0308388848701562,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0004862676917094554,0.0022160264080338297,0.00010271438677891869,-342998.7181217033,-2245.6519395564155,86862.08112378241,0.0,0.0,0.0,0.00019439562645148532,8.953834566596195e-06,1.827407118003916e-05
1.0,0.000107389,0.0,31288911.591279753,0.0308397524184256,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.000325501331712476,0.002105315842917548,9.729425530303024e-05,-255326.4125008325,-2417.9233248239,75388.88432585016,0.0,0.0,0.0,0.00022697049456777847,1.1142549682875263e-05,1.5704231016030972e-05
1.0,0.000105709,0.0,11574803163.287708,0.022872293749573,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.00018429015579710301,0.002002622521343877,9.228337463768098e-05,33281366.173298635,-2561.215393347639,65160.41730989814,0.0,0.0,0.0,0.00023163891816077532,1.3019827075098816e-05,1.3416619072893318e-05
1.0,0.000104029,0.0,35737728.83098739,0.0119452768287592,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,6.019794221400055e-05,0.0019071962958371888,8.764216905642902e-05,30514179.10972436,-2679.50461688456,56028.4921951707,0.0,0.0,0.0,0.00020475673610901926,1.462652913968548e-05,1.1377460187207003e-05
1.0,0.000104029,0.0,13933649309.263702,1.6084783152304888e-06,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,-4.887287806429186e-05,0.001818372224791861,8.333567966581839e-05,64966906.95638257,-2776.195944411953,47864.758737576965,0.0,0.0,0.0,0.0001488536904610609,1.599776624653099e-05,9.5575136646972e-06
1.0,0.000104029,0.0,54172578.3605384,8.400014824946837e-07,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,-0.00014474165387538042,0.0017355592739361685,7.93329385448329e-05,59716262.74525385,-2854.212046586802,40557.73628449692,0.0,0.0,0.0,9.92716166961637e-05,1.716378419452888e-05,7.931393603649733e-06
1.0,0.089211702,0.0,897.2892007172858,0.0111384591250001,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,-1.0763615255101933e-05,0.001658230720714283,7.560643897959186e-05,54803927.86878041,-2916.06736928986,34010.336708469986,0.0,0.0,0.0,8.255065406809114e-05,1.8150701785714286e-05,6.477001794014491e-06
1.0,0.0446578655,0.0,7006372.462654492,0.0213285254098219,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,2.9603133013203704e-06,0.001585915975462185,7.213168539015604e-05,50345489.35995846,-2963.929802153528,28137.789467776838,0.0,0.0,0.0,9.153990979185171e-05,1.8981126050420173e-05,5.175052800563039e-06
1.0,0.06693478375,0.0,33079052.184011113,0.0287593777956913,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,6.552533124434415e-05,0.001518193586063348,6.88868096153845e-05,46336483.23982992,-2999.6722091227703,22865.897368637572,0.0,0.0,0.0,0.00011611706074160692,1.9674667194570135e-05,4.0086748407586625e-06
1.0,0.089211702,0.0,13424657512.38873,0.0287593777956913,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.00016949944280927158,0.0014546852349953034,6.585224266840252e-05,71826101.11627203,-3024.915628505899,18129.565355900693,0.0,0.0,0.0,0.0001377126040879238,2.0248371040723987e-05,2.9630732258946267e-06
1.0,0.089211702,0.0,52353223.99416103,0.0213285254098218,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.00026178350564425067,0.0013950505716013532,6.301043303499426e-05,66352216.85626585,-3041.0656025296375,13871.55556393205,0.0,0.0,0.0,0.00014108690373619976,2.0717083333333342e-05,2.0252456377539317e-06
1.0,0.089211702,0.0,33623055.809123985,0.0111384591249999,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.00034365779305317384,0.0013389827497998867,6.0345604164284186e-05,61292541.64825769,-3049.3428205416844,10041.430546529855,0.0,0.0,0.0,0.00012322889819272435,2.1093757575757578e-05,1.1837405072570881e-06
1.0,0.089211702,0.0,40457416.50613498,0.0,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0004162498675144304,0.0012862045636363644,5.7843545075757386e-05,56659030.62261551,-3050.8090399955654,6594.653555867609,0.0,0.0,0.0,8.531110877162877e-05,2.138971590909091e-05,4.28451357032136e-07
1.0,0.089211702,0.0,43830878.40622133,0.0,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.0004805546976845527,0.0012364650911483239,5.549142904135341e-05,52404387.149018034,-3046.389073152539,3491.820326352927,0.0,0.0,0.0,5.115303233810638e-05,2.1614870813397137e-05,-2.495587482580206e-07
1.0,0.089211702,0.0,72342519.6820105,0.0,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,2834266.279543463,0.000431619141156,0.00053745185963832,0.001189536771778584,5.3277656144672075e-05,48538795.01597998,-3036.8894857469945,698.0013264690505,0.0,0.0,0.0,2.0373720419899493e-05,2.1777914019963705e-05,-8.582074658085364e-07
3.0,0.089211702,0.0,72342519.6820105,0.0,0.11232345,0.0,875.7668052320099,0.000988204875,0.003765009,0.0,1057445.961094557,0.0004477158698144,0.0005877202838521646,0.0011452128546863942,5.119171620935739e-05,44974430.15921402,-3023.0145394806123,-4933.229660759229,0.0,0.0,0.0,-7.365181693074381e-06,2.1886477898428133e-05,-1.376298767185049e-06
3.0,0.089211702,0.0,72342519.6820105,0.0,0.11232345,0.0,875.7668052320099,0.000988204875,3.3411e-05,0.0,2394420.999296147,0.0005374471384793,0.0006320509302893048,0.0011033051652834587,4.2899326782583276e-05,41684232.644029774,-3005.3798175260426,-7736.461215577959,0.0,0.0,0.0,-3.236472532427612e-05,2.1947273670368206e-05,-1.6890394534565945e-06
1.0,0.093736366,0.0,35100.281504219354,0.000565582999999,0.11232345,0.0,875.7668052320099,0.000988204875,3.3411e-05,0.0,2394420.999296147,0.0005374471384793,0.0006784751913656576,0.0010636421455682125,3.533866137121427e-05,38525395.78679853,-2984.523896846545,-10255.877814741178,0.0,0.0,0.0,-5.396603813651999e-05,2.196621005834955e-05,-1.968762533263433e-06
1.0,0.091474034,0.0,7479697.962659041,0.0010830089917718,0.11232345,0.0,875.7668052320099,0.000988204875,3.3411e-05,0.0,2394420.999296147,0.0005374471384793,0.0007158149529349559,0.0010260671306716025,2.844161509783181e-05,35617932.932732105,-2960.918369626471,-12519.206301110296,0.0,0.0,0.0,-7.260467913706027e-05,2.1948495372818622e-05,-2.2187360403759152e-06
1.0,0.0926052,0.0,60378288.46463546,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,3.3411e-05,0.0,2394420.999296147,0.0005374471384793,0.0007502939243219768,0.0009904368297197254,2.2147146716275085e-05,33009449.942977972,-2934.976465740956,-14551.225656957744,0.0,0.0,0.0,-8.880571366295129e-05,2.189872554204125e-05,-2.441878334010304e-06
3.0,0.0926052,0.0,60378288.46463546,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,0.00189921,0.0,383082.8975216136,0.0008931832701123,0.0007804752913186445,0.0009566199838709677,1.917694752064125e-05,30592509.357125297,-2907.060486818478,-19367.17607836323,0.0,0.0,0.0,-0.00010337985852475299,2.182096018145162e-05,-2.1114301035787046e-06
3.0,0.0926052,0.0,60378288.46463546,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,4.3072e-05,0.0,1857355.1261287748,0.001203432895792,0.0008067885312786177,0.0009244961783653849,1.3771855442994533e-05,28351061.19562587,-2877.4882283555708,-21591.235709527125,0.0,0.0,0.0,-0.00011648061254306657,2.171878846153846e-05,-1.3604874251671551e-06
3.0,0.0926052,0.0,60378288.46463546,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,3.82415e-05,0.0,200939.4781774811,0.0012021856663066,0.0008296180846809441,0.0008939547887674825,8.824558522727261e-06,26270594.322434608,-2846.538538162965,-25902.68638383419,0.0,0.0,0.0,-0.00012824580170863167,2.1595386254370623e-05,-6.766035907816039e-07
3.0,0.0926052,0.0,60378288.46463546,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,2.9076e-05,0.0,2751410.0979571305,0.0008911539490952,0.0008493085077497133,0.0008648940444003772,4.2891805187349995e-06,24337969.718490303,-2814.4561360631096,-26338.129459778385,0.0,0.0,0.0,-0.00013879934488034317,2.1453565807327006e-05,-4.7414114425991635e-07
1.0,0.093736366,0.0,93926.58932547364,0.0014603290265983,0.11232345,0.0,875.7668052320099,0.000988204875,2.9076e-05,0.0,2751410.0979571305,0.0008911539490952,0.0008676586624730628,0.0008372201943491101,1.4236147138643364e-07,22461882.725081373,-2781.455800340595,-26701.038682598737,0.0,0.0,0.0,-0.0001482528004389553,2.1295818999920185e-05,-2.8865198174986373e-07
1.0,0.093736366,0.0,25024.038717239717,0.0010830089917718,0.11232345,0.0,875.7668052320099,0.000988204875,2.9076e-05,0.0,2751410.0979571305,0.0008911539490952,0.000883327079307746,0.0008108467634271115,-3.64934950089699e-06,20717722.89699558,-2747.726010261388,-26998.710109240586,0.0,0.0,0.0,-0.0001571892300537829,2.1124355078825822e-05,-1.1868599303320353e-07
3.0,0.093736366,0.0,25024.038717239717,0.0010830089917718,0.11232345,0.0,875.7668052320099,0.000988204875,3.6074e-05,0.0,999848.9674030264,0.0004657848405276,0.0008965746521373782,0.0007856938872122785,-7.1075403544025784e-06,19095159.522838786,-2713.432120449418,-29413.550186109962,0.0,0.0,0.0,-0.0001651755150178504,2.0941133631713552e-05,-4.913387742634997e-07
3.0,0.093736366,0.0,25024.038717239717,0.0010830089917718,0.11232345,0.0,875.7668052320099,0.000988204875,2.6239e-05,0.0,3048896.6804769584,2.7900403890864683e-06,0.0009076363209299288,0.0007616877167176983,-1.0280957313445883e-05,17584702.84481154,-2678.719131574965,-29118.025801936215,0.0,0.0,0.0,-0.00017229713699092543,2.0747893447642377e-05,-1.3913039331107232e-06
1.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.6239e-05,0.0,3048896.6804769584,2.7900403890864683e-06,0.0009167238663229392,0.0007387598845070437,-1.3181580675720975e-05,16177696.674698832,-2643.7141122892876,-28812.605503549166,0.0,0.0,0.0,-0.000179238729992952,2.0546177816901417e-05,-2.2156953066851577e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.76575e-05,0.0,207747.3310086527,4.336768540368927e-06,0.0009240283756551857,0.0007168470251302329,-1.5830441093478657e-05,14866260.985640133,-2608.528319324383,-31742.369663096204,0.0,0.0,0.0,-0.00018541309487495936,2.0337356743198925e-05,-2.968974567266763e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,4.3753e-05,0.0,1828446.0494169216,3.446574476597534e-06,0.0009297224225132662,0.0006958903436690109,-1.8232010999012737e-05,13643189.356514687,-2573.2590559123983,-32602.4735772984,0.0,0.0,0.0,-0.00019088775516639314,2.012264647352833e-05,-3.6597048971574284e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,3.4996e-05,0.0,128325.04496884474,3.008027142397525e-06,0.000933961996027397,0.0006758352269677882,-2.0433808348759727e-05,12501891.82422129,-2537.991302957887,-35197.42175651041,0.0,0.0,0.0,-0.0001957239960454586,1.9903126693817105e-05,-4.292441203648136e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,1.5064e-05,0.0,5310674.4546154635,3.0277420798179332e-06,0.0009368882111877676,0.0006566308928022753,-2.246356905405412e-05,11436335.476733683,-2502.7991525461916,-32098.08257081208,0.0,0.0,0.0,-0.00019997749395494875,1.9679755689900425e-05,-4.871351570326858e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.94085e-05,0.0,127858.31005219102,2.3227105793089207e-06,0.0009386288272214635,0.0006382300728229656,-2.4299508718386907e-05,10440991.423078777,-2467.747069251719,-34518.05490348681,0.0,0.0,0.0,-0.00020369887651532743,1.9453383732057406e-05,-5.401473901218772e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.1755e-05,0.0,3677315.5598458336,4.732637558841631e-06,0.0009392995974551772,0.000620588725616488,-2.5979426980913862e-05,9510787.38606192,-2432.891001203129,-33173.89816325401,0.0,0.0,0.0,-0.00020693422116251523,1.9224764906146473e-05,-5.883543586727541e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,1.84095e-05,0.0,110198.46845934688,6.112078129002024e-06,0.0009390054709941955,0.0006036657766663713,-2.7511353390280673e-05,8641065.260889508,-2398.279359871713,-35371.555699770135,0.0,0.0,0.0,-0.00020972549983210237,1.8994567584314416e-05,-6.322397741621843e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,1.9004e-05,0.0,4209640.075308661,5.0257514589262865e-06,0.000937841663893622,0.0005874228823758513,-2.8903156907254192e-05,7827543.066573958,-2363.9538849934415,-33481.019770719235,0.0,0.0,0.0,-0.00021211097606239204,1.8763383702531638e-05,-6.723783515041486e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.0379500000000004e-05,0.0,151150.16200288714,2.396245861112659e-06,0.0009358946152162451,0.0005718242156469764,-3.0165116780942287e-05,7066280.789188378,-2329.9504088470158,-35455.63313049238,0.0,0.0,0.0,-0.0002141255600720748,1.8531736990154708e-05,-7.09201766437097e-06
3.0,0.093736366,0.0,17592.164801629613,0.0005655829999991,0.11232345,0.0,875.7668052320099,0.000988204875,2.113e-05,0.0,3786086.133393435,9.047227779958308e-07,0.0009332428414069558,0.0005568362707994574,-3.130795072267387e-05,6353649.678380608,-2296.2995322334395,-33971.92609884468,0.0,0.0,0.0,-0.00021580112666455217,1.8300090277777767e-05,-7.428581329032322e-06
