No.,Time,Source,Destination,Protocol,Length,Info,RTT,Lost Segement,Duplicate,Retransmission,IDK,Subflow,SubflowNo,packetloss,Time_Diff,Bandwidth,Jitter
2445,63.56749544,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=329582 Win=604032 Len=0 TSval=1041647842 TSecr=2010521141,0.080309281,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0009184399999995208,87104.22019951412,0.0
2446,63.56821001,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=261278 Win=468992 Len=0 TSval=1041647824 TSecr=2010521123,0.080309281,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0007145699999995259,111955.44173426408,0.0
2447,63.568600605,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=269822 Win=486016 Len=0 TSval=1041647824 TSecr=2010521124,0.080309281,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0003905949999989389,204815.72984860875,0.0
2448,63.56860312,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=386494 Win=602496 Len=0 TSval=1041647846 TSecr=2010521145,0.08104808,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,2.514999998481926e-06,31809145.148424905,9.23498749903051e-05
2449,63.56950567,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=77505 Ack=1 Win=64256 Len=1424 TSval=939776273 TSecr=1401756019,4.406950000000001e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0009025499999992803,1679685.3359938052,1.9090182830522062e-06
2450,63.569537929,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=78929 Win=595584 Len=0 TSval=1401756306 TSecr=939776273,3.2259e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.2259000001033655e-05,2479928.082006157,3.250803505293326e-06
2451,63.569895795,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=326734 Win=600064 Len=0 TSval=1041647842 TSecr=2010521141,0.08067868049999999,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0003578660000016498,223547.36130180344,0.0001768365474407999
2452,63.57016835,10.10.3.105,10.10.3.102,MPTCP,1372,"55092  >  5201 [PSH, ACK] Seq=502838 Ack=1 Win=64256 Len=1280 TSval=2010521228 TSecr=1041647846",0.08086338024999999,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0002725550000022281,5033846.379588649,0.00023844635192922192
2453,63.572261489,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=281214 Win=508800 Len=0 TSval=1041647825 TSecr=2010521124,0.08104808,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0020931389999958583,38220.10865028949,0.0002384463519292927
2454,63.574842506,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=255582 Win=457600 Len=0 TSval=1041647822 TSecr=2010521121,0.08104808,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0025810170000042376,30995.533930953825,0.00017683654744103848
2455,63.575915378,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=284062 Win=514560 Len=0 TSval=1041647825 TSecr=2010521124,0.08104808,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.001072871999994618,74566.21106749111,9.23498749909296e-05
2456,63.576045563,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=400734 Win=602496 Len=0 TSval=1041647846 TSecr=2010521146,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00013018500000328004,614510.1201980596,0.0008918347499991071
2457,63.576582207,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=278366 Win=503168 Len=0 TSval=1041647824 TSecr=2010521124,0.084615419,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0005366440000003081,149074.61930060538,0.001707733530577773
2458,63.576953459,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=332430 Win=604032 Len=0 TSval=1041647842 TSecr=2010521141,0.0863990885,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00037125200000076575,215487.05461474953,0.002302707422879109
2459,63.577152318,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=375150 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0001988590000010504,402295.09350634087,0.002302707422879183
2460,63.57889256,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=383694 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0017402419999967833,45970.61787966724,0.0017077335305780157
2461,63.579378806,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=397886 Win=602496 Len=0 TSval=1041647846 TSecr=2010521146,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00048624600000124474,164525.7750188078,0.0008918347499997613
2462,63.580042438,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=266974 Win=480384 Len=0 TSval=1041647824 TSecr=2010521124,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0006636319999984153,120548.73785500253,0.0
2463,63.580465686,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=321038 Win=588672 Len=0 TSval=1041647841 TSecr=2010521141,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0004232479999970451,189014.4785103734,0.0
2464,63.58057822,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=340974 Win=604032 Len=0 TSval=1041647842 TSecr=2010521141,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00011253400000299507,710896.2624439797,0.0
2465,63.580915324,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=78929 Ack=1 Win=64256 Len=1424 TSval=939776299 TSecr=1401756043,3.6727e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00033710400000330765,4497128.4825606495,4.117524455101684e-06
2466,63.580958455,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=80353 Win=594176 Len=0 TSval=1401756317 TSecr=939776299,4.3131e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.3130999998197694e-05,1854814.4027113433,3.394852723368152e-06
2467,63.581156733,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=349518 Win=604032 Len=0 TSval=1041647842 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0001982779999991635,403473.910369973,0.0
2468,63.581529474,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=309694 Win=565760 Len=0 TSval=1041647825 TSecr=2010521124,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0003727409999996212,214626.24181423913,0.0
2469,63.582344174,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=264126 Win=474624 Len=0 TSval=1041647824 TSecr=2010521123,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0008146999999993909,98195.65484234664,0.0
2470,63.582584867,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=295454 Win=537344 Len=0 TSval=1041647825 TSecr=2010521124,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00024069300000206795,332373.604547339,0.0
2471,63.582723631,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=318238 Win=582912 Len=0 TSval=1041647825 TSecr=2010521125,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00013876399999901423,576518.4053541863,0.0
2472,63.58346032,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=369454 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0007366890000000126,108593.99285179857,0.0
2473,63.58461013,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=338126 Win=604032 Len=0 TSval=1041647842 TSecr=2010521141,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.001149810000001139,69576.71267419899,0.0
2474,63.585311427,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=372302 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0007012969999991014,114074.35081014535,0.0
2475,63.58669367,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=343822 Win=604032 Len=0 TSval=1041647842 TSecr=2010521141,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0013822430000018926,57876.94348959659,0.0
2476,63.588606155,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=366606 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0019124849999982985,41830.39344103153,0.0
2477,63.589600977,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=346670 Win=604032 Len=0 TSval=1041647842 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0009948220000026708,80416.39609878472,0.0
2478,63.58960921,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=360910 Win=604032 Len=0 TSval=1041647843 TSecr=2010521142,0.088182758,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,8.232999995527734e-06,9716992.596071538,0.0
2479,63.591252765,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=80353 Ack=1 Win=64256 Len=1424 TSval=939776303 TSecr=1401756046,3.7695e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.001643555000001129,922390.7931276767,1.6418925985053428e-06
