"No.","Time","Source","Destination","Protocol","Length","Info","RTT","Lost Segement","Duplicate ","Retransmission","IDK"
"28","1.247500057","10.10.3.105","10.10.3.102","MPTCP","80","37924  >  5201 [ACK] Seq=142 Ack=3 Win=64256 Len=0 TSval=2009459089 TSecr=1040585746","0.240918187","","","",""
"31","1.317891205","10.10.3.105","10.10.3.59","MPTCP","92","38581  >  5201 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=938714471 TSecr=1400693914","0.221044972","","","",""
"32","1.408046862","10.10.3.105","10.10.3.102","MPTCP","88","37938  >  5201 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2009459249 TSecr=1040585947","0.200530160","","","",""
"33","1.408047541","10.10.3.105","10.10.3.102","MPTCP","129","37938  >  5201 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=37 TSval=2009459249 TSecr=1040585947","","","","",""
"34","1.408197930","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=38 Win=65152 Len=0 TSval=1040586147 TSecr=2009459249","0.000150389","","","",""
"35","1.408401917","10.10.3.102","10.10.3.105","MPTCP","84","5201  >  37938 [ACK] Seq=1 Ack=38 Win=65152 Len=0 TSval=1040586147 TSecr=2009459249","","","","",""
"36","1.410540952","10.10.3.102","10.10.3.105","MPTCP","97","5201  >  37924 [PSH, ACK] Seq=3 Ack=142 Win=65280 Len=1 TSval=1040586150 TSecr=2009459089","","","","",""
"38","1.441691112","10.10.3.62","10.10.3.102","MPTCP","88","57683  >  5201 [SYN] Seq=0 Win=64256 Len=0 MSS=1460 SACK_PERM=1 TSval=3346626654 TSecr=0 WS=128","","","","",""
"39","1.441757383","10.10.3.102","10.10.3.62","MPTCP","92","5201  >  57683 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2493404462 TSecr=3346626654 WS=128","0.000066271","","","",""
"41","1.608744591","10.10.3.105","10.10.3.102","MPTCP","76","37938  >  5201 [ACK] Seq=38 Ack=1 Win=64256 Len=0 TSval=2009459450 TSecr=1040586147","","","","",""
"42","1.610864770","10.10.3.105","10.10.3.102","MPTCP","80","37924  >  5201 [ACK] Seq=142 Ack=4 Win=64256 Len=0 TSval=2009459452 TSecr=1040586150","0.200323818","","","",""
"43","1.610918479","10.10.3.102","10.10.3.105","MPTCP","97","5201  >  37924 [PSH, ACK] Seq=4 Ack=142 Win=65280 Len=1 TSval=1040586350 TSecr=2009459452","","","","",""
"44","1.617982329","10.10.3.59","10.10.3.105","MPTCP","80","[TCP Window Update] 5201  >  38581 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1400694435 TSecr=938714471","","","","","â\234\223"
"45","1.627697025","10.10.3.105","10.10.3.59","MPTCP","88","49003  >  5201 [SYN] Seq=0 Win=64256 Len=0 MSS=1460 SACK_PERM=1 TSval=938714782 TSecr=0 WS=128","","","","",""
"46","1.675495512","10.10.3.62","10.10.3.102","MPTCP","88","[TCP Retransmission] [TCP Port numbers reused] 33085  >  5201 [SYN] Seq=0 Win=64256 Len=0 MSS=1460 SACK_PERM=1 TSval=3346626818 TSecr=0 WS=128","","","","â\234\223","â\234\223"
"47","1.675519360","10.10.3.102","10.10.3.62","MPTCP","92","[TCP Retransmission] 5201  >  33085 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2493404696 TSecr=3346625811 WS=128","0.000023848","","","â\234\223","â\234\223"
"50","1.811522437","10.10.3.105","10.10.3.102","MPTCP","80","37924  >  5201 [ACK] Seq=142 Ack=5 Win=64256 Len=0 TSval=2009459652 TSecr=1040586350","0.200603958","","","",""
"51","1.811522728","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=38 Ack=1 Win=64256 Len=2848 TSval=2009459652 TSecr=1040586147","","","","",""
"52","1.811555217","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=2886 Win=63488 Len=0 TSval=1040586551 TSecr=2009459652","0.000032489","","","",""
"53","1.811522784","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=2886 Ack=1 Win=64256 Len=2848 TSval=2009459652 TSecr=1040586147","","","","",""
"54","1.811561333","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=5734 Win=61440 Len=0 TSval=1040586551 TSecr=2009459652","0.000038549","","","",""
"55","1.811522825","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=5734 Ack=1 Win=64256 Len=2848 TSval=2009459652 TSecr=1040586147","","","","",""
"56","1.811565290","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=8582 Win=59392 Len=0 TSval=1040586551 TSecr=2009459652","0.000042465","","","",""
"57","1.811522864","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=8582 Ack=1 Win=64256 Len=2848 TSval=2009459652 TSecr=1040586147","","","","",""
"58","1.811569514","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=11430 Win=57344 Len=0 TSval=1040586551 TSecr=2009459652","0.000046650","","","",""
"59","1.811574561","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=11430 Ack=1 Win=64256 Len=2848 TSval=2009459652 TSecr=1040586147","","","","",""
"60","1.811577816","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=14278 Win=55296 Len=0 TSval=1040586551 TSecr=2009459652","0.000003255","","","",""
"64","1.927986946","10.10.3.59","10.10.3.105","MPTCP","92","5201  >  49003 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1400694745 TSecr=938714782 WS=128","0.300289921","","","",""
"66","2.012220018","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=14278 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"67","2.012252734","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=17126 Win=63488 Len=0 TSval=1040586751 TSecr=2009459853","0.000032716","","","",""
"68","2.012220381","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=17126 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"69","2.012262041","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=19974 Win=61440 Len=0 TSval=1040586751 TSecr=2009459853","0.000041660","","","",""
"70","2.012220432","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=19974 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"71","2.012267242","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=22822 Win=59392 Len=0 TSval=1040586751 TSecr=2009459853","0.000046810","","","",""
"72","2.012220484","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=22822 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"73","2.012272134","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=25670 Win=57344 Len=0 TSval=1040586751 TSecr=2009459853","0.000051650","","","",""
"74","2.012283248","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=25670 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"75","2.012288200","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=28518 Win=55296 Len=0 TSval=1040586751 TSecr=2009459853","0.000004952","","","",""
"76","2.012283305","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=28518 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"77","2.012293727","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=31366 Win=53248 Len=0 TSval=1040586751 TSecr=2009459853","0.000010422","","","",""
"78","2.012283352","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=31366 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"79","2.012299079","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=34214 Win=51200 Len=0 TSval=1040586751 TSecr=2009459853","0.000015727","","","",""
"80","2.012283414","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=34214 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"81","2.012304074","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=37062 Win=49152 Len=0 TSval=1040586751 TSecr=2009459853","0.000020660","","","",""
"82","2.012310432","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=37062 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"83","2.012314782","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=39910 Win=51200 Len=0 TSval=1040586751 TSecr=2009459853","0.000004350","","","",""
"84","2.012310490","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=39910 Ack=1 Win=64256 Len=2848 TSval=2009459853 TSecr=1040586551","","","","",""
"85","2.012319873","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=42758 Win=59392 Len=0 TSval=1040586751 TSecr=2009459853","0.000009383","","","",""
"86","2.134793035","10.10.3.105","10.10.3.59","MPTCP","92","49003  >  5201 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=938715305 TSecr=1400694745","0.206806089","","","",""
"87","2.212886030","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=42758 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"88","2.212944478","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=45606 Win=69888 Len=0 TSval=1040586952 TSecr=2009460054","0.000058448","","","",""
"89","2.212886723","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=45606 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"90","2.212963136","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=48454 Win=75520 Len=0 TSval=1040586952 TSecr=2009460054","0.000076413","","","",""
"91","2.212886844","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=48454 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"92","2.212975937","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=51302 Win=81280 Len=0 TSval=1040586952 TSecr=2009460054","0.000089093","","","",""
"93","2.212886958","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=51302 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"94","2.212988291","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=54150 Win=86912 Len=0 TSval=1040586952 TSecr=2009460054","0.000101333","","","",""
"95","2.213012508","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=54150 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"96","2.213023151","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=56998 Win=92672 Len=0 TSval=1040586952 TSecr=2009460054","0.000010643","","","",""
"97","2.213012651","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=56998 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"98","2.213035437","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=59846 Win=98304 Len=0 TSval=1040586952 TSecr=2009460054","0.000022786","","","",""
"99","2.213012770","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=59846 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"100","2.213047406","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=62694 Win=104064 Len=0 TSval=1040586952 TSecr=2009460054","0.000034636","","","",""
"101","2.213012889","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=62694 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"102","2.213059318","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=65542 Win=109696 Len=0 TSval=1040586952 TSecr=2009460054","0.000046429","","","",""
"103","2.213088412","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=65542 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"104","2.213102913","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=68390 Win=115456 Len=0 TSval=1040586952 TSecr=2009460054","0.000014501","","","",""
"105","2.213088638","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=68390 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"106","2.213115806","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=71238 Win=121088 Len=0 TSval=1040586952 TSecr=2009460054","0.000027168","","","",""
"107","2.213088761","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=71238 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"108","2.213127053","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=74086 Win=126848 Len=0 TSval=1040586952 TSecr=2009460054","0.000038292","","","",""
"109","2.213088876","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=74086 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"110","2.213138630","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=76934 Win=132480 Len=0 TSval=1040586952 TSecr=2009460054","0.000049754","","","",""
"111","2.213165360","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=76934 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"112","2.213179058","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=79782 Win=138240 Len=0 TSval=1040586952 TSecr=2009460054","0.000013698","","","",""
"113","2.213165479","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=79782 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"114","2.213191095","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=82630 Win=143872 Len=0 TSval=1040586952 TSecr=2009460054","0.000025616","","","",""
"115","2.213165592","10.10.3.105","10.10.3.102","MPTCP","476","37938  >  5201 [PSH, ACK] Seq=82630 Ack=1 Win=64256 Len=384 TSval=2009460054 TSecr=1040586751","","","","",""
"116","2.213202547","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=83014 Win=146688 Len=0 TSval=1040586952 TSecr=2009460054","0.000036955","","","",""
"117","2.213165732","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=83014 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"118","2.213214595","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=85862 Win=152448 Len=0 TSval=1040586952 TSecr=2009460054","0.000048863","","","",""
"119","2.213165854","10.10.3.105","10.10.3.102","MPTCP","444","37938  >  5201 [PSH, ACK] Seq=85862 Ack=1 Win=64256 Len=352 TSval=2009460054 TSecr=1040586751","","","","",""
"120","2.213225159","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=86214 Win=155264 Len=0 TSval=1040586952 TSecr=2009460054","0.000059305","","","",""
"121","2.213253826","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=86214 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"122","2.213267417","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=89062 Win=161024 Len=0 TSval=1040586952 TSecr=2009460054","0.000013591","","","",""
"123","2.213254056","10.10.3.105","10.10.3.102","MPTCP","2140","37938  >  5201 [PSH, ACK] Seq=89062 Ack=1 Win=64256 Len=2048 TSval=2009460054 TSecr=1040586751","","","","",""
"124","2.213279536","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=91110 Win=165120 Len=0 TSval=1040586952 TSecr=2009460054","0.000025480","","","",""
"125","2.213254152","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=91110 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"126","2.213290473","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=93958 Win=170752 Len=0 TSval=1040586952 TSecr=2009460054","0.000036321","","","",""
"127","2.213254271","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=93958 Ack=1 Win=64256 Len=2848 TSval=2009460054 TSecr=1040586751","","","","",""
"128","2.213301715","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=96806 Win=176512 Len=0 TSval=1040586952 TSecr=2009460054","0.000047444","","","",""
"130","2.413389298","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=96806 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"131","2.413447144","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=99654 Win=182144 Len=0 TSval=1040587152 TSecr=2009460254","0.000057846","","","",""
"132","2.413389990","10.10.3.105","10.10.3.102","MPTCP","2588","37938  >  5201 [PSH, ACK] Seq=99654 Ack=1 Win=64256 Len=2496 TSval=2009460254 TSecr=1040586952","","","","",""
"133","2.413467500","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=102150 Win=187136 Len=0 TSval=1040587153 TSecr=2009460254","0.000077510","","","",""
"134","2.413390169","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=102150 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"135","2.413482631","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=104998 Win=192896 Len=0 TSval=1040587153 TSecr=2009460254","0.000092462","","","",""
"136","2.413390291","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=104998 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"137","2.413498696","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=107846 Win=198528 Len=0 TSval=1040587153 TSecr=2009460254","0.000108405","","","",""
"138","2.413529366","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=107846 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"139","2.413542287","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=110694 Win=204288 Len=0 TSval=1040587153 TSecr=2009460254","0.000012921","","","",""
"140","2.413529529","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=110694 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"141","2.413555634","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=113542 Win=209920 Len=0 TSval=1040587153 TSecr=2009460254","0.000026105","","","",""
"142","2.413529653","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=113542 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"143","2.413568196","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=116390 Win=215680 Len=0 TSval=1040587153 TSecr=2009460254","0.000038543","","","",""
"144","2.413529771","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=116390 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"145","2.413580601","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=119238 Win=221312 Len=0 TSval=1040587153 TSecr=2009460254","0.000050830","","","",""
"146","2.413605334","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=119238 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"147","2.413616920","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=122086 Win=227072 Len=0 TSval=1040587153 TSecr=2009460254","0.000011586","","","",""
"148","2.413605574","10.10.3.105","10.10.3.102","MPTCP","1980","37938  >  5201 [PSH, ACK] Seq=122086 Ack=1 Win=64256 Len=1888 TSval=2009460254 TSecr=1040586952","","","","",""
"149","2.413629354","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=123974 Win=230784 Len=0 TSval=1040587153 TSecr=2009460254","0.000023780","","","",""
"150","2.413605685","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=123974 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"151","2.413640689","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=126822 Win=236544 Len=0 TSval=1040587153 TSecr=2009460254","0.000035004","","","",""
"152","2.413605802","10.10.3.105","10.10.3.102","MPTCP","2940","37938  >  5201 [PSH, ACK] Seq=126822 Ack=1 Win=64256 Len=2848 TSval=2009460254 TSecr=1040586952","","","","",""
"153","2.413652350","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  37938 [ACK] Seq=1 Ack=129670 Win=242176 Len=0 TSval=1040587153 TSecr=2009460254","0.000046548","","","",""
